Vendor,Expense Type,Expense Descrption,Date,Item Name,Item Description,Quantity,Cost,Total Cost,Recurring,Interval,
Amazon Prime,Other Expenses,Robot,10/6/2019,Motor Screw Linear Nut,Laser Engraving,1,19.39,19.39,FALSE,,
Amazon Prime,Other Expenses,Robot,10/7/2019,Industrial Combination ,Linear Motion Ball Bearing Slide,1,40.99,40.99,FALSE,,
Amazon Prime,Other Expenses,Robot,10/7/2019,Octagon Star,8mm Lead 4 Strt Lead Screw & Nut,1,8.9,8.9,FALSE,,
Amazon Prime,Other Expenses,Taxes,10/7/2019,Robot Parts,Motor Parts,1,9.28,9.28,FALSE,,
Amazon Prime,Other Expenses,Robot,9/26/2019,12 V Drive Stepper,Laser Engraving Machine,1,19.39,19.39,FALSE,,
Amazon Prime,Other Expenses,Taxes,9/26/2019,12 V Drive Stepper,Laser Engraving Machine,1,1.67,1.67,FALSE,,
Amazon Prime,Other Expenses,Robot,9/22/2019,24V  DC Universal Reg Switch,Power Supply,1,26.99,26.99,FALSE,,
Amazon Prime,Other Expenses,Taxes,9/22/2019,24V  DC Universal Reg Switch,Power Supply,1,2.33,2.33,FALSE,,
Amazon Prime,Other Expenses,Robot,9/18/2019,Tolako 5V Relay Module,Indicator Light LED,2,5.5,11,FALSE,,
Amazon Prime,Other Expenses,Robot,9/18/2019,12V Switching Power Supply,Universal Regu;ated Transformer,1,12.99,12.99,FALSE,,
Amazon Prime,Other Expenses,Taxes,9/18/2019,Product Taxes,Motor Parts,1,2.06,2.06,FALSE,,
Amazon Prime,Other Expenses,Office Supplies,10/30/2019,Mounting Dream,TV Wall Mount Monitor Bracket,1,21.74,21.74,FALSE,,
Amazon Prime,Other Expenses,Office Supplies,10/30/2019,HDMI Switch,Splitter w/Pigtail Cable,1,8.88,8.88,FALSE,,
Amazon Prime,Other Expenses,Office Supplies,10/30/2019,Buffalo Linkstation 220,Private Cloud Storage,1,244.98,244.98,FALSE,,
Amazon Prime,Other Expenses,Taxes,10/30/2019,Product Taxes,Office Supplies,1,23.78,23.78,FALSE,,
Amazon Prime,Other Expenses,Robot,9/24/2019,Stepper Motor Drive,Stepper Motor for CNC,1,12.59,12.59,FALSE,,
Amazon Prime,Other Expenses,Taxes,9/24/2019,Stepper Motor Drive,Stepper Motor for CNC,1,1.09,1.09,FALSE,,
Home Depot,Other Expenses,Test Fixtures,11/20/2019,Robot Parts,Steel Rod,1,3.82,3.82,FALSE,,
Home Depot,Other Expenses,Robot,11/20/2019,Robot Parts,Angle Offset,1,4.74,4.74,FALSE,,
Home Depot,Other Expenses,Robot,11/20/2019,Robot Parts,4 Term Ground Bar,1,5.24,5.24,FALSE,,
Home Depot,Other Expenses,Robot,11/20/2019,Robot Parts,Termina Block 6,1,6.46,6.46,FALSE,,
Home Depot,Other Expenses,Machine Shop Supplies,11/20/2019,Robot Parts,Spade Vinyl 16-14,1,1.98,1.98,FALSE,,
Home Depot,Other Expenses,Taxes,11/20/2019,Product Taxes,Robot Parts,1,1.92,1.92,FALSE,,
Home Depot,Other Expenses,Robot,8/31/2019,Square Dowel,"1/4""x36""",1,0.98,0.98,FALSE,,
Home Depot,Other Expenses,Test Fixtures,8/31/2019,Plywood,1/4 2x2 BCX Plywood,2,4.45,8.9,FALSE,,
Home Depot,Other Expenses,Robot,8/31/2019,Poplar Scant Board,"1/2x3-48"" Scant Board",1,4.92,4.92,FALSE,,
Home Depot,Other Expenses,Robot,8/31/2019,Square Dowel,"1""x36""",1,3.62,3.62,FALSE,,
Home Depot,Other Expenses,Machine Shop Supplies,8/31/2019,Mini Clamp,Anvil Mini Spring Clamp,2,0.47,0.94,FALSE,,
Home Depot,Other Expenses,Robot,8/31/2019,Spring Clamp,"Anvil 2"" Metal Spring Clamp",5,0.99,4.95,FALSE,,
Home Depot,Other Expenses,Robot,8/31/2019,Spring Clamp,"Anvil 1"" Metal Spring Clamp",2,0.99,1.98,FALSE,,
Home Depot,Other Expenses,Robot,8/31/2019,TB Org 8 oz,Titebond I Wood Glue,1,2.97,2.97,FALSE,,
Home Depot,Other Expenses,Taxes,8/31/2019,Product Taxes,Robot Parts,1,2.52,2.52,FALSE,,
Home Depot,Other Expenses,Robot,8/31/2019,5/64 Cobalt,"Milwaukee 5/64"" Cobalt Red Helix",2,2.97,5.94,FALSE,,
Home Depot,Other Expenses,Machine Shop Supplies,8/31/2019,Wood Screw,"6x1-1/4"" Zinc Fl Hd Phil Wood Screw",1,1.18,1.18,FALSE,,
Home Depot,Other Expenses,Robot,8/31/2019,Wood Screw,"6x5/8"" Zinc Oval Hd Phil Wood Screw",1,1.18,1.18,FALSE,,
Home Depot,Other Expenses,Robot,8/31/2019,Clamp,Bessey Bar Clamp,1,11.97,11.97,FALSE,,
Home Depot,Other Expenses,Machine Shop Supplies,8/31/2019,Bosch Blade,Wood Jigsaw Blade 5pk,1,8.97,8.97,FALSE,,
Home Depot,Other Expenses,Taxes,8/31/2019,Product Taxes,Robot Parts,1,2.52,2.52,FALSE,,
Home Depot,Other Expenses,Robot,9/4/2019,2x Flat Bkack,Flat Black Painters Touch,1,3.98,3.98,FALSE,,
Home Depot,Other Expenses,Test Fixtures,9/4/2019,Flat Plate,Bar Flat Alum,1,7.58,7.58,FALSE,,
Home Depot,Other Expenses,Robot,9/4/2019,EZ Lock Whls,Dremel EZ Met Cut Off,1,13.97,13.97,FALSE,,
Home Depot,Other Expenses,Robot,9/4/2019,Starter Kit,Dremel EZ Lock Starter Kit,1,14.97,14.97,FALSE,,
Home Depot,Other Expenses,Robot,9/4/2019,Match Screw,Match Scr Rnd HD CMB Zinc,1,1.18,1.18,FALSE,,
Home Depot,Other Expenses,Robot,9/4/2019,Washer,1/4 Zinc Washer,1,1.18,1.18,FALSE,,
Home Depot,Other Expenses,Robot,9/4/2019,Locknut,1/4 Zinc Nylon Lock Nut,2,1.18,2.36,FALSE,,
Home Depot,Other Expenses,Robot,9/4/2019,Mach Screw,"FL HD PH SS 1/4""-20x1-1/2""",2,1.18,2.36,FALSE,,
Home Depot,Other Expenses,Interest,9/4/2019,Product Taxes,Machine Shop,1,4.1,4.1,FALSE,,
Home Depot,Other Expenses,Taxes,9/4/2019,Product Taxes,Machine Shop Supplies,1,4.1,4.1,FALSE,,
Home Depot,Other Expenses,Office Supplies,10/12/2019,Wall Plate,Flexible Open Wall Plate,1,8.78,8.78,FALSE,,
Home Depot,Other Expenses,Robot,10/12/2019,Machine Screw Kit,MS KIT ZP 405 PCS,1,7.67,7.67,FALSE,,
Home Depot,Other Expenses,Robot,10/12/2019,Sheet Metal Screw ,Sht Met SCR FL HD PH Zinc,1,1.18,1.18,FALSE,,
Home Depot,Other Expenses,Taxes,10/12/2019,Product Taxes,Office Supplies Purchase,1,1.52,1.52,FALSE,,
Home Depot,Other Expenses,Machine Shop Supplies,9/24/2019,Grinder,"Rby 6"" Grinder W/Lights",1,49.97,49.97,FALSE,,
Home Depot,Other Expenses,Machine Shop Supplies,9/24/2019,7 Pc Bit Set,Ryobi 7-pc Black Drill Bit Set,1,4.47,4.47,FALSE,,
Home Depot,Other Expenses,Robot,9/24/2019,Mach Scr,"Fl HD PH Zinc #10-24x1-1/4""",1,1.18,1.18,FALSE,,
Home Depot,Other Expenses,Robot,9/24/2019,Mach Scr,"Fl HD PH Zinc #10-32x1-1/4""",1,1.18,1.18,FALSE,,
Home Depot,Other Expenses,Taxes,9/24/2019,Product Taxes,Machine Shop Supplies,1,4.9,4.9,FALSE,,
Kings Hardware,Other Expenses,Machine Shop Supplies,9/7/2019,Clamp,"3"" Clamp On Bench Vise",1,24.99,24.99,FALSE,,
Kings Hardware,Other Expenses,Robot,9/7/2019,Rotary Tool,2 spd Rotary Tool,1,54.99,54.99,FALSE,,
Kings Hardware,Other Expenses,Taxes,9/7/2019,Product Taxes,Machine Shop Supplies,1,6.9,6.9,FALSE,,
ACE Hardware,Other Expenses,Machine Shop Supplies,9/25/2019,Clamp,"Plastic Wht 1/2"" CD 12",1,2.99,2.99,FALSE,,
ACE Hardware,Other Expenses,Robot,9/25/2019,Term SPD,16-14G4-6SD10PK,1,4.49,4.49,FALSE,,
ACE Hardware,Other Expenses,Robot,9/25/2019,Tape,Tape Cube GRND ,1,9.99,9.99,FALSE,,
ACE Hardware,Other Expenses,Taxes,9/25/2019,Product Taxes,Robot Parts,1,1.51,1.51,FALSE,,
Home Depot,Other Expenses,Test Fixtures,2/10/2020,Black Cable Tie,"4"" Blk UV Cable Tie 40 pk",1,2.98,2.98,FALSE,,
Home Depot,Other Expenses,Test Fixtures,2/10/2020,GE Silicone,GE W&D Clear 2.8oz,1,4.27,4.27,FALSE,,
Home Depot,Other Expenses,Test Fixtures,2/10/2020,Thermostat,The Round,1,29.68,29.68,FALSE,,
Home Depot,Other Expenses,Taxes,2/10/2020,Product Taxes,Test Fixture Components,1,3.19,3.19,FALSE,,
Home Depot,Other Expenses,Test Fixtures,11/3/2019,3/8 WKFCCIVER,2238493306,1,3.27,3.27,FALSE,,
Home Depot,Other Expenses,Test Fixtures,11/3/2019,"2"" WHTBRSBRSH",77089150032,1,1.28,1.28,FALSE,,
Home Depot,Other Expenses,Test Fixtures,11/3/2019,Tray Liner,77089911008,1,0.98,0.98,FALSE,,
Home Depot,Other Expenses,Test Fixtures,11/3/2019,CHLKDAGED,20066447472,1,6.98,6.98,FALSE,,
Home Depot,Other Expenses,Test Fixtures,11/3/2019,End Cap,42541014054,1,13.56,13.56,FALSE,,
Home Depot,Other Expenses,Test Fixtures,11/3/2019,Connector,42541014054,1,13.56,13.56,FALSE,,
Home Depot,Other Expenses,Test Fixtures,11/3/2019,300CV 15,8.83E+11,1,16.97,16.97,FALSE,,
Home Depot,Other Expenses,Test Fixtures,11/3/2019,200CV 15,8.83E+11,1,15.97,15.97,FALSE,,
Home Depot,Other Expenses,Test Fixtures,11/3/2019,9x12 DRPCLTH,73257012751,1,1.98,1.98,FALSE,,
Home Depot,Other Expenses,Test Fixtures,11/3/2019,SYL40WB132P,46135133695,2,2.97,5.94,FALSE,,
Home Depot,Other Expenses,Test Fixtures,11/3/2019,Socket,8.86E+11,1,1.58,1.58,FALSE,,
Home Depot,Other Expenses,Test Fixtures,11/3/2019,Casing-PI,7.73E+11,4,1.47,5.88,FALSE,,
Home Depot,Other Expenses,Test Fixtures,11/3/2019,1x12x4 No. 2,98945051881,2,9.58,19.16,FALSE,,
Home Depot,Other Expenses,Taxes,11/3/2019,Product  Taxes,Robot Parts,1,11.35,11.35,FALSE,,
Amazon Prime,Other Expenses,Test Fixtures,1/31/2020,3m USB Cable,Printer Cable Rt Angle,1,8.22,8.22,FALSE,,
Amazon Prime,Other Expenses,Taxes,1/31/2020,3m USB Cable,Printer Cable Rt Angle,1,0.71,0.71,FALSE,,
Amazon Prime,Other Expenses,Test Fixtures,2/18/2020,Power Supply,Black Module Soldering Kit,1,6.19,6.19,FALSE,,
Amazon Prime,Other Expenses,Test Fixtures,2/13/2020,Serial Interface Adapter,Blue Backlight,1,9.99,9.99,FALSE,,
Amazon Prime,Other Expenses,Taxes,2/13/2020,Serial Interface Adapter,Blue Backlight,1,0.86,0.86,FALSE,,
Amazon Prime,Other Expenses,Taxes,2/18/2020,Power Supply,Black Module Soldering Kit,1,0.53,0.53,FALSE,,
Amazon Prime,Other Expenses,Test Fixtures,2/8/2020,RoboDyn-Classic UNO R3,ATmega328 and Arduino IDE,1,8.99,8.99,FALSE,,
Amazon Prime,Other Expenses,Test Fixtures,1/29/2020,Striveday 30 AWG Wire,30 Gauge Coper Hook Up Wire,1,12.99,12.99,FALSE,,
Amazon Prime,Other Expenses,Test Fixtures,1/29/2020,GiBot Cable Glands,25 PK Plastic Waterproof ,1,9.49,9.49,FALSE,,
Amazon Prime,Other Expenses,Taxes,1/29/2020,Product taxes,Machine Shop Supplies,1,1.94,1.94,FALSE,,
Amazon Prime,Other Expenses,Test Fixtures,1/31/2020,StarTech.com 3m USB ,USB Printer Cable-Right Angle USB Cable,1,8.22,8.22,FALSE,,
Amazon Prime,Other Expenses,Taxes,1/31/2020,StarTech.com 3m USB ,USB Printer Cable-Right Angle USB Cable,1,0.71,0.71,FALSE,,
Amazon Prime,Other Expenses,Taxes,1/27/2020,"Micro Taps, M1 to M3.5",Machine Hand Screw Thread Tap Set,1,0.92,0.92,FALSE,,
Amazon Prime,Other Expenses,Machine Shop Supplies,1/22/2020,uxcell Tap Wrench Hanle,Metric Adjustable Bar Holder,1,8.29,8.29,FALSE,,
Amazon Prime,Other Expenses,Taxes,1/22/2020,uxcell Tap Wrench Hanle,Metric Adjustable Bar Holder,1,0.72,0.72,FALSE,,
Amazon Prime,Other Expenses,Machine Shop Supplies,1/27/2020,"Micro Taps, M1 to M3.5",Machine Hand Screw Thread Tap Set,1,10.69,10.69,FALSE,,
Dorna,Other Expenses,Robot,8/27/2019,Dorna Robot,5 Axis Robot Arm,1,1500,1500,FALSE,,
Dorna,Other Expenses,Robot,8/27/2019,Servo Gripper,Gripper attachment for Robot Arm,1,100,100,FALSE,,
Dorna,Other Expenses,Shipping,8/27/2019,Product Shipping,Robot Arm,1,43,43,FALSE,,
Ebay,Other Expenses,Robot,3/1/2020,Mechanical Arm Claw,Robot Mechanical Arm Claw Humanoid Left Hand with Servs for Robotics Assembled,1,127,127,FALSE,,
Ebay,Other Expenses,Taxes,3/1/2020,Product Taxes,Robot Mechanical Arm Claw Humanoid Left Hand with Servs for Robotics Assembled,1,10.95,10.95,FALSE,,
Software Garage,Other Expenses,Office Supplies,11/7/2019,Microsoft VISO,Scematic Design Software,1,39.9,39.9,FALSE,,
Home Depot,Other Expenses,Machine Shop Supplies,3/18/2020,Screw,#8 x 2 EXT Screw 1 lb,1,8.97,8.97,FALSE,,
McMaster-Carr,Other Expenses,Test Fixtures,3/22/2020,Pipe Fitting,Reducing Adaptor 3/8 NPT x 1/8 BSPP,2,14.99,29.98,FALSE,,
Staples,Other Expenses,Travel,1/31/2020,Travel,Travel Distance = 13.78,1,7.511046576,7.511046576,FALSE,,
Staples,Other Expenses,Travel,2/14/2020,Travel,Travel Distance = 13.78,1,7.511046576,7.511046576,FALSE,,
Globecomm,Other Expenses,Travel,12/6/2019,Travel,Travel Distance = 13.78,1,7.511046576,7.511046576,FALSE,,
Globecomm,Other Expenses,Travel,12/13/2019,Travel,Travel Distance = 13.78,1,7.511046576,7.511046576,FALSE,,
Globecomm,Other Expenses,Travel,1/3/2020,Travel,Travel Distance = 13.78,1,7.511046576,7.511046576,FALSE,,
Globecomm,Other Expenses,Travel,1/3/2020,Travel,Travel Distance = 13.78,1,7.511046576,7.511046576,FALSE,,
Globecomm,Other Expenses,Travel,8/2/2019,Travel,Travel Distance = 13.78,1,7.511046576,7.511046576,FALSE,,
Globecomm,Other Expenses,Travel,8/9/2019,Travel,Travel Distance = 13.78,1,7.511046576,7.511046576,FALSE,,
Globecomm,Other Expenses,Travel,8/16/2019,Travel,Travel Distance = 13.78,1,7.511046576,7.511046576,FALSE,,
N/A,Other Expenses,Travel,8/23/2019,Travel,Travel Distance = 13.78,1,7.511046576,7.511046576,FALSE,,
N/A,Other Expenses,Travel,8/30/2019,Travel,Travel Distance = 13.78,1,7.511046576,7.511046576,FALSE,,
Michael Ford,Other Expenses,Training,5/8/2020,HarvardX CS50W,Cs50's Web Programming with Python and JavaScript,1,149,149,TRUE,Monthly,
Ford Household,Other Expenses,Rent,5/1/2019,Office Space,Enter full Mortgage value,1,2500,2500,TRUE,Monthly,
Ford Household,Other Expenses,Rent,8/1/2019,Office Space,Enter full Mortgage value,1,2500,2500,TRUE,Monthly,
Ford Household,Other Expenses,Rent,7/1/2019,Office Space,Enter full Mortgage value,1,2500,2500,TRUE,Monthly,
Ford Household,Other Expenses,Rent,6/1/2019,Office Space,Enter full Mortgage value,1,2500,2500,TRUE,Monthly,
Ford Household,Other Expenses,Rent,9/1/2019,Office Space,Enter full Mortgage value,1,2500,2500,TRUE,Monthly,
Ford Household,Other Expenses,Rent,10/1/2019,Office Space,Enter full Mortgage value,1,2500,2500,TRUE,Monthly,
Ford Household,Other Expenses,Rent,11/1/2019,Office Space,Enter full Mortgage value,1,2500,2500,TRUE,Monthly,
Ford Household,Other Expenses,Rent,12/1/2019,Office Space,Enter full Mortgage value,1,2500,2500,TRUE,Monthly,
Paddle,Other Expenses,Software,6/23/2020,Bootstrap Studio,Web development software,1,29,29,FALSE,,
Amazon Prime,Other Expenses,Robot,11/15/2020,Touchscreen Monitor,7in for Raspberry PI,1,64.97,64.97,FALSE,,
Amazon Prime,Other Expenses,Robot,11/15/2020,Raspberry PI,8GB Extreeme Kit-128G Edition,1,149.97,149.97,FALSE,,
Amazon Prime,Other Expenses,Robot,11/15/2020,Tax,Robot Raspberry PI,1,18.54,18.54,FALSE,,
Home Depot,Other Expenses,Machine Shop Supplies,8/31/2020,Shop Items,Misc,1,78.24,78.24,FALSE,,
Berksire Hathaway Direct Insurance Company,Other Expenses,Insurance,1/26/2020,Insurance,Professionsl Liability,1,32.9,32.9,FALSE,,
Berksire Hathaway Direct Insurance Company,Other Expenses,Insurance,2/23/2020,Insurance,Professional Liability,1,32.9,32.9,TRUE,Monthly,
Berksire Hathaway Direct Insurance Company,Other Expenses,Insurance,3/23/2020,Insurance,Professional Liability,1,32.9,32.9,TRUE,Monthly,
Berksire Hathaway Direct Insurance Company,Other Expenses,Insurance,4/23/2020,Insurance,Professional Liability,1,32.9,32.9,TRUE,Monthly,
Berksire Hathaway Direct Insurance Company,Other Expenses,,5/23/2020,Insurance,Professional Liability,1,32.9,32.9,TRUE,Monthly,
Berksire Hathaway Direct Insurance Company,Other Expenses,Insurance,5/23/2020,Insurance,Professional Liability,1,32.9,32.9,TRUE,Monthly,
Berksire Hathaway Direct Insurance Company,Other Expenses,Insurance,6/23/2020,Insurance,Professional Liability,1,32.9,32.9,TRUE,Monthly,
Berksire Hathaway Direct Insurance Company,Other Expenses,Insurance,7/23/2020,Insurance,Professional Liability,1,32.9,32.9,TRUE,Monthly,
Berksire Hathaway Direct Insurance Company,Other Expenses,Insurance,8/23/2020,Insurance,Professional Liability,1,32.9,32.9,TRUE,Monthly,
Berksire Hathaway Direct Insurance Company,Other Expenses,Insurance,9/23/2020,Insurance,Professional Liability,1,32.9,32.9,TRUE,Monthly,
Berksire Hathaway Direct Insurance Company,Other Expenses,Insurance,10/23/2020,Insurance,Professional Liability,1,32.9,32.9,TRUE,Monthly,
Berksire Hathaway Direct Insurance Company,Other Expenses,Insurance,11/23/2020,Insurance,Professional Liability,1,32.9,32.9,TRUE,Monthly,
Habberstad BMW,Other Expenses,Vehicle Lease,1/16/2020,BMW,320ix,1,329,329,TRUE,Monthly,
Habberstad BMW,Other Expenses,Vehicle Lease,2/16/2020,BMW,320ix,1,329,329,TRUE,Monthly,
Habberstad BMW,Other Expenses,Vehicle Lease,3/16/2020,BMW,320ix,1,329,329,TRUE,Monthly,
Habberstad BMW,Other Expenses,Vehicle Lease,4/16/2020,BMW,320ix,1,329,329,TRUE,Monthly,
Habberstad BMW,Other Expenses,Vehicle Lease,5/16/2020,BMW,320ix,1,329,329,TRUE,Monthly,
Habberstad BMW,Other Expenses,Vehicle Lease,7/16/2020,BMW,320ix,1,329,329,TRUE,Monthly,
Habberstad BMW,Other Expenses,Vehicle Lease,8/16/2020,BMW,320ix,1,329,329,TRUE,Monthly,
Habberstad BMW,Other Expenses,Vehicle Lease,9/16/2020,BMW,320ix,1,329,329,TRUE,Monthly,
Habberstad BMW,Other Expenses,Vehicle Lease,10/16/2020,BMW,320ix,1,329,329,TRUE,Monthly,
Habberstad BMW,Other Expenses,Vehicle Lease,11/16/2020,BMW,320ix,1,329,329,TRUE,Monthly,
Habberstad BMW,Other Expenses,Vehicle Lease,12/16/2020,BMW,320ix,1,329,329,TRUE,Monthly,
AWS Web Service,Other Expenses,All General Expenses,1/3/2020,Database Services,SIMBA Database,1,93.53,93.53,TRUE,Monthly,
AWS Web Service,Other Expenses,All General Expenses,2/3/2020,Database Services,SIMBA Database,1,93.53,93.53,TRUE,Monthly,
AWS Web Service,Other Expenses,All General Expenses,3/3/2020,Database Services,SIMBA Database,1,93.53,93.53,TRUE,Monthly,
AWS Web Service,Other Expenses,All General Expenses,4/3/2020,Database Services,SIMBA Database,1,93.53,93.53,TRUE,Monthly,
AWS Web Service,Other Expenses,All General Expenses,5/3/2020,Database Services,SIMBA Database,1,93.53,93.53,TRUE,Monthly,
AWS Web Service,Other Expenses,All General Expenses,6/3/2020,Database Services,SIMBA Database,1,93.53,93.53,TRUE,Monthly,
AWS Web Service,Other Expenses,All General Expenses,7/3/2020,Database Services,SIMBA Database,1,93.53,93.53,TRUE,Monthly,
AWS Web Service,Other Expenses,All General Expenses,8/3/2020,Database Services,SIMBA Database,1,93.53,93.53,TRUE,Monthly,
AWS Web Service,Other Expenses,All General Expenses,9/3/2020,Database Services,SIMBA Database,1,93.53,93.53,TRUE,Monthly,
AWS Web Service,Other Expenses,All General Expenses,10/3/2020,Database Services,SIMBA Database,1,93.53,93.53,TRUE,Monthly,
AWS Web Service,Other Expenses,All General Expenses,11/3/2020,Database Services,SIMBA Database,1,93.53,93.53,TRUE,Monthly,
AWS Web Service,Other Expenses,All General Expenses,12/3/2020,Database Services,SIMBA Database,1,93.53,93.53,TRUE,Monthly,
"GoDaddy operating Company, LLC",Other Expenses,All General Expenses,11/23/2020,Domain Registration,automatedtestsolutions.com,1,405.16,405.16,FALSE,,
"GoDaddy operating Company, LLC",Other Expenses,All General Expenses,11/21/2020,Domain Registration,automatedtestsolution.com,1,30.34,30.34,FALSE,,
"GoDaddy operating Company, LLC",Other Expenses,All General Expenses,11/21/2020,Domain Registration,automatedtestsolultions.com,1,30.34,30.34,FALSE,,
